filename,label
train_0854.png,1
train_0410.png,1
train_0888.png,1
train_0042.png,2
train_0947.png,4
train_0665.png,1
train_0648.png,2
train_0859.png,2
train_0936.png,4
train_0702.png,2
train_0431.png,5
train_0080.png,1
train_0263.png,1
train_0573.png,4
train_0323.png,1
train_0677.png,3
train_0485.png,1
train_0486.png,2
train_0329.png,5
train_0597.png,1
train_0036.png,4
train_0725.png,1
train_0997.png,2
train_0987.png,1
train_0970.png,1
train_0266.png,1
train_0360.png,1
train_0025.png,3
train_0541.png,1
train_0879.png,2
train_0959.png,1
train_0161.png,1
train_0659.png,1
train_0209.png,1
train_0258.png,1
train_0359.png,1
train_0043.png,2
train_0489.png,1
train_0477.png,1
train_0041.png,2
train_0151.png,1
train_0166.png,5
train_0040.png,4
train_0253.png,2
train_0247.png,2
train_0846.png,4
train_0619.png,1
train_0141.png,1
train_0559.png,1
train_0983.png,1
train_0257.png,2
train_0611.png,2
train_0248.png,1
train_0701.png,1
train_0327.png,1
train_0550.png,1
train_0658.png,2
train_0254.png,1
train_0124.png,1
train_0112.png,1
train_0663.png,3
train_0927.png,2
train_0687.png,2
train_0297.png,2
train_0898.png,1
train_0054.png,1
train_0227.png,4
train_0841.png,1
train_0217.png,3
train_0699.png,1
train_0520.png,1
train_0893.png,1
train_0348.png,1
train_0488.png,2
train_0153.png,2
train_0836.png,2
train_0537.png,1
train_0742.png,1
train_0446.png,5
train_0629.png,1
train_0935.png,3
train_0616.png,1
train_0067.png,3
train_0668.png,3
train_0463.png,1
train_0058.png,1
train_0315.png,2
train_0004.png,1
train_0171.png,2
train_0712.png,3
train_0190.png,1
train_0296.png,1
train_0130.png,1
train_0014.png,3
train_0337.png,1
train_0117.png,4
train_0900.png,1
train_0322.png,1
train_0015.png,1
train_0457.png,1
train_0916.png,2
train_0566.png,2
train_0952.png,5
train_0839.png,1
train_0889.png,1
train_0914.png,1
train_0050.png,1
train_0582.png,3
train_0344.png,2
train_0882.png,3
train_0167.png,1
train_0018.png,1
train_0467.png,1
train_0508.png,1
train_0134.png,1
train_0213.png,2
train_0851.png,3
train_0580.png,1
train_0053.png,1
train_0441.png,1
train_0599.png,1
train_0602.png,3
train_0156.png,5
train_0816.png,2
train_0208.png,1
train_0601.png,3
train_0460.png,1
train_0595.png,3
train_0738.png,1
train_0142.png,1
train_0244.png,2
train_0799.png,1
train_0024.png,1
train_0222.png,1
train_0572.png,1
train_0958.png,1
train_0835.png,1
train_0400.png,2
train_0703.png,5
train_0425.png,1
train_0984.png,1
train_0503.png,1
train_0238.png,1
train_0740.png,1
train_0971.png,1
train_0170.png,1
train_0516.png,2
train_0632.png,5
train_0178.png,1
train_0758.png,1
train_0108.png,1
train_0667.png,4
train_0731.png,2
train_0358.png,4
train_0830.png,1
train_0885.png,1
train_0690.png,2
train_0718.png,2
train_0372.png,2
train_0657.png,1
train_0447.png,2
train_0408.png,2
train_0681.png,1
train_0631.png,1
train_0135.png,1
train_0990.png,1
train_0013.png,1
train_0017.png,1
train_0475.png,4
train_0714.png,2
train_0381.png,5
train_0097.png,4
train_0280.png,1
train_0181.png,2
train_0739.png,1
train_0395.png,1
train_0583.png,5
train_0380.png,1
train_0476.png,1
train_0455.png,2
train_0484.png,5
train_0196.png,3
train_0505.png,4
train_0684.png,5
train_0679.png,1
train_0931.png,1
train_0562.png,1
train_0831.png,1
train_0598.png,3
train_0865.png,1
train_0057.png,5
train_0724.png,5
train_0082.png,1
train_0049.png,2
train_0118.png,2
train_0270.png,1
train_0803.png,1
train_0366.png,1
train_0412.png,1
train_0988.png,1
train_0333.png,1
train_0759.png,1
train_0978.png,1
train_0965.png,1
train_0480.png,2
train_0405.png,1
train_0293.png,1
train_0174.png,3
train_0026.png,2
train_0369.png,1
train_0325.png,1
train_0205.png,1
train_0159.png,1
train_0726.png,1
train_0478.png,1
train_0391.png,1
train_0126.png,1
train_0782.png,2
train_0286.png,1
train_0711.png,5
train_0483.png,1
train_0352.png,1
train_0158.png,3
train_0578.png,1
train_0456.png,2
train_0540.png,1
train_0994.png,5
train_0645.png,1
train_0828.png,1
train_0719.png,2
train_0967.png,1
train_0955.png,1
train_0594.png,1
train_0121.png,1
train_0313.png,1
train_0420.png,1
train_0545.png,1
train_0596.png,1
train_0829.png,1
train_0925.png,1
train_0909.png,2
train_0452.png,1
train_0606.png,1
train_0592.png,4
train_0498.png,4
train_0794.png,2
train_0211.png,2
train_0892.png,1
train_0236.png,1
train_0355.png,1
train_0588.png,3
train_0389.png,1
train_0812.png,1
train_0068.png,2
train_0957.png,2
train_0269.png,1
train_0623.png,4
train_0561.png,1
train_0570.png,1
train_0929.png,1
train_0710.png,1
train_0237.png,5
train_0285.png,1
train_0986.png,1
train_0086.png,3
train_0495.png,1
train_0515.png,2
train_0194.png,1
train_0464.png,1
train_0290.png,4
train_0009.png,2
train_0777.png,3
train_0314.png,1
train_0934.png,2
train_0773.png,1
train_0964.png,1
train_0519.png,5
train_0913.png,1
train_0937.png,1
train_0421.png,1
train_0696.png,1
train_0969.png,2
train_0999.png,1
train_0953.png,1
train_0312.png,1
train_0896.png,4
train_0895.png,1
train_0860.png,1
train_0454.png,3
train_0363.png,3
train_0932.png,4
train_0743.png,1
train_0083.png,4
train_0023.png,1
train_0012.png,1
train_0813.png,1
train_0951.png,1
train_0920.png,1
train_0873.png,1
train_0382.png,4
train_0268.png,1
train_0430.png,4
train_0633.png,4
train_0104.png,1
train_0966.png,3
train_0146.png,1
train_0755.png,1
train_0093.png,1
train_0673.png,2
train_0443.png,1
train_0340.png,4
train_0818.png,1
train_0427.png,3
train_0809.png,1
train_0646.png,1
train_0183.png,4
train_0437.png,1
train_0006.png,2
train_0554.png,4
train_0747.png,4
train_0776.png,3
train_0243.png,1
train_0521.png,1
train_0207.png,1
train_0261.png,1
train_0345.png,2
train_0404.png,2
train_0007.png,2
train_0368.png,2
train_0472.png,1
train_0938.png,1
train_0090.png,4
train_0265.png,1
train_0398.png,1
train_0233.png,1
train_0011.png,2
train_0033.png,1
train_0343.png,1
train_0039.png,1
train_0586.png,1
train_0046.png,1
train_0942.png,3
train_0713.png,2
train_0609.png,1
train_0306.png,2
train_0152.png,1
train_0548.png,2
train_0164.png,1
train_0912.png,1
train_0887.png,2
train_0393.png,2
train_0575.png,1
train_0741.png,1
train_0553.png,1
train_0087.png,5
train_0303.png,2
train_0555.png,1
train_0833.png,1
train_0120.png,3
train_0277.png,1
train_0370.png,2
train_0899.png,1
train_0442.png,1
train_0202.png,2
train_0177.png,3
train_0051.png,2
train_0034.png,2
train_0274.png,1
train_0753.png,5
train_0774.png,1
train_0610.png,1
train_0052.png,1
train_0801.png,4
train_0317.png,2
train_0786.png,1
train_0098.png,2
train_0527.png,1
train_0414.png,1
train_0676.png,1
train_0321.png,1
train_0535.png,1
train_0848.png,4
train_0451.png,1
train_0547.png,1
train_0092.png,1
train_0048.png,5
train_0723.png,1
train_0375.png,2
train_0968.png,1
train_0413.png,1
train_0821.png,2
train_0114.png,2
train_0307.png,2
train_0137.png,1
train_0779.png,1
train_0538.png,1
train_0433.png,1
train_0078.png,1
train_0136.png,1
train_0919.png,2
